"task","cohort","source","model","conditionalModel","model_prevalence_numerator","model_prevalence_denominator","model_prevalence_estimate","f1","f1_lb_boot","f1_ub_boot","ppv","ppv_lb_boot","ppv_ub_boot","npv","npv_lb_boot","npv_ub_boot","recall","recall_lb_boot","recall_ub_boot","specificity","specificity_lb_boot","specificity_ub_boot","w","w_lb_boot","w_ub_boot","mcc","mcc_lb_boot","mcc_ub_boot","calibrated_f1","calibrated_f1_lb_boot","calibrated_f1_ub_boot","calibrated_precision","calibrated_precision_lb_boot","calibrated_precision_ub_boot","N_val","N_valPos","N_valNeg","N_modelPos_valPos_conditionalPos","N_modelPos_valPos_conditionalNeg","N_modelPos_valNeg_conditionalPos","N_modelPos_valNeg_conditionalNeg","N_modelNeg_valPos_conditionalPos","N_modelNeg_valPos_conditionalNeg","N_modelNeg_valNeg_conditionalPos","N_modelNeg_valNeg_conditionalNeg","BDJ_pos_AD_pos","BDJ_pos_AD_neg","BDJ_neg_AD_pos","BDJ_neg_AD_neg","cohensKappa","cohensKappa_lb_boot","cohensKappa_ub_boot","median_nChar","mean_nChar","N_modelPos","N_modelNeg","ppv_lowerBound_analytical","ppv_upperBound_analytical","npv_lowerBound_analytical","npv_upperBound_analytical","ppv_lowerBound","npv_lowerBound","ppv_upperBound","npv_upperBound","hidden_sort","Task","Cohort","Source","Model","Input","Model prevalence estimate","PPV (LB - UB)","NPV (LB - UB)","PPVc","Recall (Sensitivity)","Specificity","F1","F1c","MCC","Cohen's kappa"
"indefinite dysplasia","ibd","MVP","either_small","llama3_8B",NA,NA,0.0200709367828083,0.794030587074492,0.591190938802815,0.952029520295204,0.892307692307692,0.837209302325581,0.942862950058072,0.992724124226424,0.977892744803176,0.999834567617878,0.715253860682143,0.446530749066133,0.991228070175439,0.997783002448113,0.996637351664312,0.998827799926952,0.0200709367828083,0.0187543439499577,0.0212856371424013,0.79439304518101,0.614365069598566,0.951506369784241,0.833377402660205,0.617203559873858,0.994200576083033,0.998235035111934,0.996564460929411,0.999205185618283,300,121,179,116,0,14,0,4,1,16,149,117,3,7,173,0.930939226519337,0.8856482610402,0.971797917979776,864.5,999.15,130,170,0.825914479386931,0.939859312896365,0.967662933939495,0.999851082807006,0.825914479386931,0.967662933939495,0.942862950058072,0.999851082807006,4,"IND","IBD","MVP","either_small","Microscopic exam","0.020","0.892 (0.83 - 0.94)","0.993 (0.97 - 1.00)","0.998","0.715","0.998","0.794","0.833","0.794","0.931"
"indefinite dysplasia","ibd","MVP","both_small","llama3_8B",NA,NA,0.017755059461715,0.757629928169791,0.559369349626437,0.92376788383515,0.913043478260869,0.857142857142857,0.961538461538462,0.991012270155837,0.976459046906479,0.998477223742061,0.647428063548492,0.404302159262859,0.919354838709673,0.998416430320081,0.99739362250659,0.999307984437821,0.017755059461715,0.0161172543292301,0.0192740757690988,0.764120034592185,0.593854085845872,0.922712892964669,0.785642321401307,0.575700159215212,0.957125771790406,0.998886678046144,0.997681575821723,0.999581728833497,300,121,179,105,0,10,0,15,1,20,149,117,3,7,173,0.930939226519337,0.885598577867429,0.971708789136175,864.5,999.15,115,185,0.845894768784591,0.957510822709032,0.961495213861531,0.998688068707744,0.845894768784591,0.961495213861531,0.961538461538462,0.998688068707744,4,"IND","IBD","MVP","both_small","Microscopic exam","0.018","0.913 (0.85 - 0.96)","0.991 (0.96 - 1.00)","0.999","0.647","0.998","0.758","0.786","0.764","0.931"
"indefinite dysplasia","ibd","MVP","either_full","llama3_8B",NA,NA,0.0287901094036057,0.660207000973668,0.459975780943581,0.928229665071768,0.627824639832928,0.389440330126621,0.89908256880734,0.991875362084491,0.975085148999705,1,0.696111508090848,0.421064554375033,1,0.988999390274974,0.971878134834132,0.997798847591765,0.0287901094036057,0.0203711431022092,0.0453231245098689,0.651585163298663,0.448137891755136,0.928205340014186,0.816731882398196,0.591531107425496,0.993606628728547,0.987915241411815,0.941152431217828,0.998488256169435,253,99,154,96,0,17,1,2,1,8,128,99,2,6,146,0.934515335835382,0.885896527285613,0.975326174818229,5088,5253.13438735178,114,139,0.53614316812572,0.719998701509349,0.960569231126278,0.999817874083455,0.389440330126621,0.960569231126278,0.89908256880734,1,4,"IND","IBD","MVP","either_full","Full pathology report","0.029","0.628 (0.39 - 0.90)","0.992 (0.96 - 1.00)","0.988","0.696","0.989","0.660","0.817","0.652","0.935"
"indefinite dysplasia","ibd","MVP","both_full","llama3_8B",NA,NA,0.0190165536122292,0.778539305505277,0.55489474609229,0.961325966850826,0.920792079207921,0.863636363636364,0.97,0.991380510181606,0.974148965518026,0.999621613259963,0.674358023463011,0.400012122429433,0.979797979797981,0.998453584300633,0.99732062671718,0.999414714342451,0.0190165536122292,0.0173690799081995,0.0205229222632969,0.783403029369362,0.592898000794706,0.960663167556749,0.805147680725771,0.571402188715661,0.989035861742934,0.998876741789703,0.997477663931698,0.999624618336891,253,99,154,93,0,8,0,5,1,17,129,99,2,6,146,0.934515335835382,0.885777859899512,0.975402663901222,5088,5253.13438735178,101,152,0.849883798994912,0.965183089601205,0.963890966262534,0.999833449344888,0.849883798994912,0.963890966262534,0.97,0.999833449344888,4,"IND","IBD","MVP","both_full","Full pathology report","0.019","0.921 (0.85 - 0.97)","0.991 (0.96 - 1.00)","0.999","0.674","0.998","0.779","0.805","0.783","0.935"
"indefinite dysplasia","ibd","MVP","BDJ","llama3_8B",NA,NA,0.0248849015926003,0.98453737497562,0.963562753036437,0.996587357075096,0.987591526465821,0.962962962962963,1,0.999525004314901,0.99892161929997,1,0.981502055327183,0.951399071093415,1,0.999683286064016,0.999181527263923,1,0.0248849015926003,0.0172525089021042,0.0395471119575213,0.9841464678832,0.962955472756273,0.996505530545715,0.990510278260693,0.97493260743565,0.999843224201327,0.999685387765032,0.999170519486154,1,300,121,179,117,1,2,0,3,0,28,149,117,3,7,173,0.930939226519337,0.884857708792623,0.971509971509972,864.5,999.15,120,180,0.954444486766407,0.999789040521878,0.979714795429887,1,0.954444486766407,0.979714795429887,1,1,4,"IND","IBD","MVP","BDJ","Microscopic exam","0.025","0.988 (0.95 - 1.00)","1.000 (0.98 - 1.00)","1.000","0.982","1.000","0.985","0.991","0.984","0.931"
"indefinite dysplasia","ibd","MVP","AD","llama3_8B",NA,NA,0.0382182349259337,0.786780711976956,0.557523847236423,0.995780590717297,0.65112639662263,0.388476122540141,0.994830503410013,0.999839473124764,0.999484085371899,1,0.993834018442394,0.975806451612906,1.00000000000001,0.986324235178644,0.965240126887329,0.999849273737795,0.0382182349259337,0.0186717609013144,0.0630843350973869,0.798780051114514,0.609599453666101,0.995708982316747,0.986502671640329,0.95327258543398,0.999841187870452,0.97927869700234,0.917508948987126,0.999849500340085,300,121,179,119,1,2,2,1,0,28,147,117,3,7,173,0.930939226519337,0.885070679685688,0.971890372452565,864.5,999.15,124,176,0.562530246285277,0.73641442160429,0.979258582266156,1,0.388476122540141,0.979258582266156,0.994830503410013,1,4,"IND","IBD","MVP","AD","Microscopic exam","0.038","0.651 (0.39 - 0.99)","1.000 (0.98 - 1.00)","0.979","0.994","0.986","0.787","0.987","0.799","0.931"
"hgd or crc","non-ibd","MVP","gemma2_9B_SPPO","llama3_8B",306,1000,0.306,0.964791275938012,0.930244792305434,0.992132411291237,0.976949891067538,0.935360721395838,1,0.978723404255319,0.951724137931034,1,0.952931580332364,0.898934842306732,1,0.989722478394387,0.971558563719425,1,0.306,0.306,0.306,0.949141354410848,0.899213012377318,0.988712574553605,0.971200636363145,0.941710478159181,0.99485249187848,0.990183871896321,0.971422538929442,1,300,160,140,149,8,1,1,0,3,0,138,153,4,4,139,0.946550265021603,0.906521255286,0.979937583593402,517,881.286666666667,159,141,0.936842393793127,0.99310389550372,0.939081138460323,0.99559057680495,0.935360721395838,0.939081138460323,1,1,2,"HGD/CRC","non-IBD","MVP","gemma2_9B_SPPO","Microscopic exam","0.306","0.977 (0.94 - 1.00)","0.979 (0.94 - 1.00)","0.990","0.953","0.990","0.965","0.971","0.949","0.947"
"hgd or crc","non-ibd","MVP","llama3_8B","llama3_8B",260,1000,0.26,0.902189101071262,0.852674182777891,0.948727249989695,0.993333333333333,0.978723404255319,1,0.926666666666667,0.881944444444444,0.964539007092199,0.82636518771331,0.747208001014097,0.907798350620163,0.997478665632273,0.991922288338518,1,0.26,0.26,0.26,0.870595396885337,0.806841345744355,0.931443936136273,0.904131598790119,0.854621293295036,0.950749451931611,0.998055168763018,0.993580506707237,1,300,160,140,149,0,1,0,0,11,0,139,153,4,4,139,0.946550265021603,0.906467129877071,0.979962596847449,517,881.286666666667,150,150,0.96341683225942,0.99983122885689,0.872575837873961,0.962825385218094,0.96341683225942,0.872575837873961,1,0.964539007092199,2,"HGD/CRC","non-IBD","MVP","llama3_8B","Microscopic exam","0.260","0.993 (0.96 - 1.00)","0.927 (0.87 - 0.96)","0.998","0.826","0.997","0.902","0.904","0.871","0.947"
"hgd or crc","non-ibd","MVP","either","llama3_8B",308,1000,0.308,0.964714033648917,0.930587341872289,0.992259161483735,0.976378066378066,0.934005710601455,1,0.978723404255319,0.951993103448276,1,0.95332539335422,0.900322857453673,1,0.989371802364894,0.97084338925542,1,0.308,0.308,0.308,0.948879063945081,0.900045088386578,0.988837441113579,0.971239010564951,0.942562496162889,0.994645087594263,0.989838737764366,0.97074239759311,1,300,160,140,149,8,1,1,0,3,0,138,153,4,4,139,0.946550265021603,0.906333630686887,0.979950098021743,517,881.286666666667,159,141,0.936842393793127,0.99310389550372,0.939081138460323,0.99559057680495,0.934005710601455,0.939081138460323,1,1,2,"HGD/CRC","non-IBD","MVP","either","Microscopic exam","0.308","0.976 (0.93 - 1.00)","0.979 (0.94 - 1.00)","0.990","0.953","0.989","0.965","0.971","0.949","0.947"
"hgd or crc","non-ibd","MVP","both","llama3_8B",258,1000,0.258,0.90129419487949,0.851964169834458,0.949528378852781,0.993333333333333,0.978571428571429,1,0.926666666666667,0.882758620689655,0.965753424657534,0.824864818470518,0.746602918973327,0.909806036906141,0.997504739061472,0.992005387786408,1,0.258,0.258,0.258,0.86981606844748,0.806437616724414,0.93263129113999,0.903242505489436,0.854094425580767,0.951726628830371,0.998078779839899,0.993660585571513,1,300,160,140,149,0,1,0,0,11,0,139,153,4,4,139,0.946550265021603,0.906579474175897,0.979973297730307,517,881.286666666667,150,150,0.96341683225942,0.99983122885689,0.872575837873961,0.962825385218094,0.96341683225942,0.872575837873961,1,0.965753424657534,2,"HGD/CRC","non-IBD","MVP","both","Microscopic exam","0.258","0.993 (0.96 - 1.00)","0.927 (0.87 - 0.97)","0.998","0.825","0.998","0.901","0.903","0.870","0.947"
"hgd or crc","non-ibd","MVP","BDJ","llama3_8B",NA,NA,0.300933333333333,0.981091067159313,0.955824967068736,1,1,1,1,0.983406446690826,0.960864056203906,1,0.962883959044368,0.915387685906872,1,1,1,1,0.300933333333333,0.274232142857143,0.331945833333333,0.9730911019732,0.937893657275532,1,0.981091067159313,0.955824967068736,1,1,1,1,300,160,140,148,9,0,0,1,2,1,139,153,4,4,139,0.946550265021603,0.90646702572484,0.979962596847449,517,881.286666666667,157,143,0.976777835396675,1,0.950392290274586,0.998301718172121,0.976777835396675,0.950392290274586,1,1,2,"HGD/CRC","non-IBD","MVP","BDJ","Microscopic exam","0.301","1.000 (0.98 - 1.00)","0.983 (0.95 - 1.00)","1.000","0.963","1.000","0.981","0.981","0.973","0.947"
"hgd or crc","non-ibd","MVP","AD","llama3_8B",NA,NA,0.307333333333333,0.98601849860185,0.972193116997293,0.997143328004956,0.994360086767896,0.981198379114523,1,0.989990375360924,0.979291722778009,0.997654082779034,0.977815699658703,0.953382903549017,0.994935038086605,0.997478665632273,0.99181642743626,1,0.307333333333333,0.278051607630648,0.340696750874113,0.979811950930283,0.960532764988526,0.995860276282187,0.987581957010999,0.974933297678983,0.997271487039564,0.997545269965008,0.991901886035098,1,300,160,140,145,11,1,0,4,0,0,139,153,4,4,139,0.946550265021603,0.906479625918504,0.979962596847449,517,881.286666666667,157,143,0.965024224963295,0.999838753078216,0.961654597003606,0.999822968063721,0.965024224963295,0.961654597003606,1,0.999822968063721,2,"HGD/CRC","non-IBD","MVP","AD","Microscopic exam","0.307","0.994 (0.97 - 1.00)","0.990 (0.96 - 1.00)","0.998","0.978","0.997","0.986","0.988","0.980","0.947"
"any dysplasia","non-ibd","MVP","gemma2_9B_SPPO","llama3_8B",751,838,0.89618138424821,0.992412740826559,0.981794085330486,0.999628897087419,0.9857212605415,0.965173362953703,1,0.993150684931507,0.977941176470588,1,0.999195691073632,0.99740057132271,1,0.889595226532386,0.766910146870152,1,0.89618138424821,0.89618138424821,0.89618138424821,0.932744603112632,0.85644038868051,0.996420387707047,0.940845942290485,0.864928744244909,0.999616552587388,0.888935052878747,0.762795064459141,1,300,152,148,148,3,2,1,0,1,0,145,148,5,2,145,0.953333333333333,0.91886364010484,0.986580783682233,363.5,587.79,154,146,0.953875549044398,0.998423324604395,0.962430206906615,0.999826605390855,0.953875549044398,0.962430206906615,1,1,3,"Dysplasia","non-IBD","MVP","gemma2_9B_SPPO","Microscopic exam","0.896","0.986 (0.95 - 1.00)","0.993 (0.96 - 1.00)","0.889","0.999","0.890","0.992","0.941","0.933","0.953"
"any dysplasia","non-ibd","MVP","llama3_8B","llama3_8B",750,838,0.894988066825776,0.991726676554152,0.980966308979291,0.999185848567834,0.986666666666667,0.965753424657534,1,0.973333333333333,0.94375,0.99375,0.996838853365903,0.993386662892642,0.999257350418864,0.895455812656816,0.76941885110908,1,0.894988066825776,0.894988066825776,0.894988066825776,0.925528432508592,0.84710068674177,0.992223124994425,0.944296387728563,0.86805343639011,0.999185848567834,0.897015518891656,0.769029243270338,1,300,152,148,148,0,2,0,0,4,0,146,148,5,2,145,0.953333333333333,0.913371834740116,0.986595174262735,363.5,587.79,150,150,0.952666980503664,0.99838117297016,0.933132123322511,0.992687453601992,0.952666980503664,0.933132123322511,1,0.99375,3,"Dysplasia","non-IBD","MVP","llama3_8B","Microscopic exam","0.895","0.987 (0.95 - 1.00)","0.973 (0.93 - 0.99)","0.897","0.997","0.895","0.992","0.944","0.926","0.953"
"any dysplasia","non-ibd","MVP","either","llama3_8B",753,838,0.898568019093079,0.992105222738031,0.98146014984681,0.999626358844965,0.985095174856131,0.964267629720925,1,0.993150684931507,0.977777777777778,1,0.999215754248505,0.997466777328251,1,0.882651616750401,0.758401204251966,1,0.898568019093079,0.898568019093079,0.898568019093079,0.928807356000957,0.851970836493123,0.996310908946514,0.936892444020646,0.85881937320536,0.999623931090955,0.881887178182748,0.752993722623068,1,300,152,148,148,3,2,1,0,1,0,145,148,5,2,145,0.953333333333333,0.919082939986514,0.986595174262735,363.5,587.79,154,146,0.953875549044398,0.998423324604395,0.962430206906615,0.999826605390855,0.953875549044398,0.962430206906615,1,1,3,"Dysplasia","non-IBD","MVP","either","Microscopic exam","0.899","0.985 (0.95 - 1.00)","0.993 (0.96 - 1.00)","0.882","0.999","0.883","0.992","0.937","0.929","0.953"
"any dysplasia","non-ibd","MVP","both","llama3_8B",748,838,0.892601431980907,0.991686971477712,0.980748763309959,0.99918768164341,0.986666666666667,0.96551724137931,1,0.973333333333333,0.945945945945946,0.993670886075949,0.996758625657279,0.993450077472627,0.999231138978919,0.897786280404482,0.772660635749276,1,0.892601431980907,0.892601431980907,0.892601431980907,0.92669472309887,0.847498428017654,0.992413777189201,0.945536984105904,0.87033836168569,0.99918768164341,0.899322415006773,0.772499595249896,1,300,152,148,148,0,2,0,0,4,0,146,148,5,2,145,0.953333333333333,0.913410301953819,0.98656672270866,363.5,587.79,150,150,0.952666980503664,0.99838117297016,0.933132123322511,0.992687453601992,0.952666980503664,0.933132123322511,1,0.993670886075949,3,"Dysplasia","non-IBD","MVP","both","Microscopic exam","0.893","0.987 (0.95 - 1.00)","0.973 (0.93 - 0.99)","0.899","0.997","0.898","0.992","0.946","0.927","0.953"
"any dysplasia","non-ibd","MVP","BDJ","llama3_8B",NA,NA,0.891821797931583,0.989143179356825,0.975717940991699,0.999241562381494,0.985834329449965,0.964438471282739,1,0.938373290189733,0.832005028587737,1,0.992474315683598,0.976935924946785,1,0.889322553666017,0.76198886052027,1,0.891821797931583,0.877628521710123,0.899954847448881,0.90275322521016,0.805632127405534,0.992541299626228,0.94110950708875,0.865466540411314,0.996584396426343,0.894799775470078,0.767134518545812,1,300,152,148,147,3,2,1,1,1,0,145,148,5,2,145,0.953333333333333,0.913356438283125,0.986581383906606,363.5,587.79,153,147,0.953579229214878,0.998412993837955,0.886959823593822,0.971624896879748,0.953579229214878,0.832005028587737,1,1,3,"Dysplasia","non-IBD","MVP","BDJ","Microscopic exam","0.892","0.986 (0.95 - 1.00)","0.938 (0.83 - 1.00)","0.895","0.992","0.889","0.989","0.941","0.903","0.953"
"any dysplasia","non-ibd","MVP","AD","llama3_8B",NA,NA,0.879188544152745,0.996222945381447,0.988452253845738,1,1,1,1,0.944817595153431,0.84488716536966,1,0.992474315683598,0.97716816393855,1,1,1,1,0.879188544152745,0.856552123198333,0.896981964291109,0.968352826296141,0.908592987533648,1,0.996222945381447,0.988452253845738,1,1,1,1,300,152,148,147,3,0,0,1,1,2,146,148,5,2,145,0.953333333333333,0.913410301953819,0.986401953774751,363.5,587.79,150,150,0.975707402833891,1,0.897618103976676,0.97669618980353,0.975707402833891,0.84488716536966,1,1,3,"Dysplasia","non-IBD","MVP","AD","Microscopic exam","0.879","1.000 (0.98 - 1.00)","0.945 (0.84 - 1.00)","1.000","0.992","1.000","0.996","0.996","0.968","0.953"
"hgd or crc","ibd","MVP","gemma2_9B_SPPO","llama3_8B",262,1492,0.175603217158177,0.937041351434242,0.881011758246149,0.982737273611812,0.921379238718388,0.842338660377529,0.988362782255912,0.990373757904246,0.974653445330512,1,0.953245138294664,0.884951769366735,1,0.983371543560861,0.967172496416033,0.997499850909119,0.175603217158177,0.175603217158177,0.175603217158177,0.924101220845705,0.857830953988939,0.979112900345729,0.96787892923867,0.929794362766906,0.993081282453974,0.982969027978223,0.963027462597852,0.997590196538222,300,150,150,143,4,4,2,2,1,1,143,145,3,5,147,0.946666666666667,0.906579162441628,0.97997508009968,879.5,1105.92333333333,153,147,0.867004314999183,0.958817221878485,0.962681818433414,0.999827784844445,0.842338660377529,0.962681818433414,0.988362782255912,1,2,"HGD/CRC","IBD","MVP","gemma2_9B_SPPO","Microscopic exam","0.176","0.921 (0.84 - 0.99)","0.990 (0.96 - 1.00)","0.983","0.953","0.983","0.937","0.968","0.924","0.947"
"hgd or crc","ibd","MVP","llama3_8B","llama3_8B",223,1492,0.149463806970509,0.896575627339526,0.826818263456509,0.964040251727382,0.966666666666667,0.935478069157577,0.993150684931507,0.966666666666667,0.935714285714286,0.993197278911565,0.835961737331955,0.725740714392489,0.961279098125844,0.993976879861711,0.988376009625274,0.998757518156447,0.149463806970509,0.149463806970509,0.149463806970509,0.880118955623285,0.802426338269507,0.957757708312895,0.908557087467192,0.839512260559843,0.977276404402552,0.994959922316581,0.989807881570162,0.998965961570452,300,150,150,145,0,5,0,0,5,0,145,145,3,5,147,0.946666666666667,0.90652073503475,0.979973297730307,879.5,1105.92333333333,150,150,0.923927677462653,0.989089813531089,0.923927677462653,0.989089813531089,0.923927677462653,0.923927677462653,0.993150684931507,0.993197278911565,2,"HGD/CRC","IBD","MVP","llama3_8B","Microscopic exam","0.149","0.967 (0.92 - 0.99)","0.967 (0.92 - 0.99)","0.995","0.836","0.994","0.897","0.909","0.880","0.947"
"hgd or crc","ibd","MVP","llama3.2_3B","llama3_8B",NA,NA,0.156201966041108,0.821831119802276,0.74471793060459,0.896784070542472,0.865581555008868,0.758136529563226,0.972027972027972,0.955407165778799,0.925835784048937,0.979893985153164,0.782290589451913,0.677972675442146,0.891108890628625,0.974616464995678,0.948235593294881,0.995260777103936,0.156201966041108,0.135587426452678,0.181365860143991,0.788296996306652,0.694048107902367,0.879470523977173,0.869268078318565,0.801859313250903,0.931194133688272,0.978005788769366,0.948382646785058,0.9963721998002,300,150,150,130,1,4,3,15,4,1,142,145,3,5,147,0.946666666666667,0.906533632866273,0.979982206405694,879.5,1105.92333333333,138,162,0.793370587436564,0.915026476333827,0.912999859221762,0.982453475189266,0.758136529563226,0.912999859221762,0.972027972027972,0.982453475189266,2,"HGD/CRC","IBD","MVP","llama3.2_3B","Microscopic exam","0.156","0.866 (0.76 - 0.97)","0.955 (0.91 - 0.98)","0.978","0.782","0.975","0.822","0.869","0.788","0.947"
"hgd or crc","ibd","MVP","gemma2_2B","llama3_8B",NA,NA,0.187850759606792,0.862328266498185,0.788092453870695,0.932653937041993,0.827858519064722,0.72075401513429,0.936863148876157,0.978675058731617,0.955423439422799,0.995270300990444,0.899793174767321,0.807330682884181,0.976518796290928,0.960906439066551,0.929073901906471,0.987071815559157,0.187850759606792,0.159518083324756,0.220539810544376,0.833176535287307,0.742301478934779,0.919473501589913,0.92822813812254,0.874938823330685,0.970060726922982,0.958518933282459,0.91442887242824,0.988011733134014,300,150,150,139,3,4,5,6,2,1,140,145,3,5,147,0.946666666666667,0.906616862326574,0.979982206405694,879.5,1105.92333333333,151,149,0.757976559912872,0.8843318924378,0.942288449533963,0.995828434749774,0.72075401513429,0.942288449533963,0.936863148876157,0.995828434749774,2,"HGD/CRC","IBD","MVP","gemma2_2B","Microscopic exam","0.188","0.828 (0.72 - 0.94)","0.979 (0.94 - 1.00)","0.959","0.900","0.961","0.862","0.928","0.833","0.947"
"hgd or crc","ibd","MVP","llama3_8B_full","llama3_8B",NA,NA,0.141005201324766,0.854445703785428,0.774517791548071,0.925068646972195,0.923065345286099,0.817138319090911,0.99117940776106,0.961005413257749,0.934333443588435,0.982121669260035,0.795322334311498,0.68669011531673,0.898502324719469,0.987029081734565,0.966204800247706,0.998548483240378,0.141005201324766,0.12218073109494,0.164437196229798,0.831657387288597,0.74024687428934,0.913606378301894,0.881743609732167,0.811182498432611,0.941246574835224,0.98923591263027,0.967861048044657,0.998924288506893,237,112,125,94,1,3,1,15,2,2,119,107,3,4,123,0.940658868977358,0.895923296494181,0.98265388274903,4895,5199.82700421941,99,138,0.846973020019854,0.964466483739924,0.917473668118957,0.988132757742082,0.817138319090911,0.917473668118957,0.99117940776106,0.988132757742082,2,"HGD/CRC","IBD","MVP","llama3_8B_full","Full pathology report","0.141","0.923 (0.82 - 0.99)","0.961 (0.92 - 0.99)","0.989","0.795","0.987","0.854","0.882","0.832","0.941"
"hgd or crc","ibd","MVP","gemma2_9B_SPPO_full","llama3_8B",NA,NA,0.197868305760806,0.867103326353601,0.783614526616794,0.944752079870883,0.792134106747371,0.672321680960448,0.921072079576349,0.991379310344828,0.971698113207547,1,0.957746441849441,0.869857875625173,1,0.950821752105282,0.911148487689536,0.983724755970132,0.197868305760806,0.164651953274607,0.234517426273458,0.843727070981341,0.745651814291513,0.935114362478634,0.949616227460782,0.897382470643026,0.986099993072747,0.941622884349792,0.879412274436099,0.982745718357035,237,112,125,109,2,5,5,0,1,0,115,107,3,4,123,0.940658868977358,0.896968464045174,0.982789920848159,4895,5199.82700421941,121,116,0.710291573218368,0.861604632238847,0.952904463773353,0.999781766850937,0.672321680960448,0.952904463773353,0.921072079576349,1,2,"HGD/CRC","IBD","MVP","gemma2_9B_SPPO_full","Full pathology report","0.198","0.792 (0.67 - 0.92)","0.991 (0.95 - 1.00)","0.942","0.958","0.951","0.867","0.950","0.844","0.941"
"hgd or crc","ibd","MVP","either","llama3_8B",267,1492,0.178954423592493,0.938125814679896,0.879614464251482,0.986744056403932,0.911610486891386,0.827664399092971,0.983560817434583,0.993055555555556,0.977607732016609,1,0.966229813698842,0.89601746091395,1,0.980969170100362,0.963568466058451,0.996382097652029,0.178954423592493,0.178954423592493,0.178954423592493,0.925688260746235,0.857166563947969,0.984028837618905,0.973060782543137,0.933517029279398,0.997080479563677,0.979989025082522,0.957963168078876,0.996463352862975,300,150,150,145,4,5,2,0,1,0,143,145,3,5,147,0.946666666666667,0.906629318394024,0.979982206405694,879.5,1105.92333333333,156,144,0.854010045550688,0.950064885505218,0.961916667170217,0.999824197344096,0.827664399092971,0.961916667170217,0.983560817434583,1,2,"HGD/CRC","IBD","MVP","either","Microscopic exam","0.179","0.912 (0.83 - 0.98)","0.993 (0.96 - 1.00)","0.980","0.966","0.981","0.938","0.973","0.926","0.947"
"hgd or crc","ibd","MVP","both","llama3_8B",218,1492,0.146112600536193,0.891601516414718,0.821786683773669,0.959329103374165,0.972789115646258,0.943258086836188,0.993630573248408,0.9641810570382,0.933022754325737,0.99017646075451,0.822921643731473,0.712474307550243,0.944161969152283,0.995194053854154,0.990006241057219,0.998869647349777,0.146112600536193,0.146112600536193,0.146112600536193,0.875528415554099,0.798662906903951,0.952491132494974,0.901257598172316,0.831046255027289,0.969217326434238,0.996076603110689,0.991536879523105,0.999138017770716,300,150,150,143,0,4,0,2,5,1,145,145,3,5,147,0.946666666666667,0.906616862326574,0.97997508009968,879.5,1105.92333333333,147,153,0.931796587877617,0.992537232741818,0.9253865269048,0.989305433211922,0.931796587877617,0.9253865269048,0.993630573248408,0.99017646075451,2,"HGD/CRC","IBD","MVP","both","Microscopic exam","0.146","0.973 (0.93 - 0.99)","0.964 (0.93 - 0.99)","0.996","0.823","0.995","0.892","0.901","0.876","0.947"
"hgd or crc","ibd","MVP","either_small","llama3_8B",NA,NA,0.199499553172475,0.862111175115207,0.786749266306521,0.935055323455872,0.804492922415338,0.696138522451109,0.919106179348518,0.984588505849781,0.962021459060008,1,0.928619441571871,0.836959353274723,1,0.95284680207433,0.917538712356305,0.982695807924949,0.199499553172475,0.169508206729552,0.233992327696957,0.833995589019411,0.742754904682229,0.922640644177361,0.937598555690897,0.886359707963811,0.978742824139568,0.94675300898972,0.893978817837509,0.982801254434238,300,150,150,144,3,5,6,1,2,0,139,145,3,5,147,0.946666666666667,0.906633469678108,0.979982206405694,879.5,1105.92333333333,158,142,0.733218572914288,0.862625717505003,0.95004936694514,0.998289726288333,0.696138522451109,0.95004936694514,0.919106179348518,1,2,"HGD/CRC","IBD","MVP","either_small","Microscopic exam","0.199","0.804 (0.70 - 0.92)","0.985 (0.95 - 1.00)","0.947","0.929","0.953","0.862","0.938","0.834","0.947"
"hgd or crc","ibd","MVP","both_small","llama3_8B",NA,NA,0.144553172475424,0.820599456575298,0.743806138468268,0.896263271782667,0.9008685975704,0.796938313903111,0.990994977278163,0.950190390130008,0.920713365401195,0.974687211904227,0.753464322647363,0.650079593664732,0.861750412617339,0.9826761019879,0.960469785156533,0.998616104887095,0.144553172475424,0.125714102422956,0.167919254216102,0.791516850481046,0.700609160769396,0.880395739884473,0.854257975222058,0.78370721453189,0.919079165662854,0.986183286886679,0.964102476232226,0.998971714965904,300,150,150,125,1,3,2,20,4,2,143,145,3,5,147,0.946666666666667,0.906467129877071,0.979973297730307,879.5,1105.92333333333,131,169,0.836281324050608,0.946094574413807,0.908859619820584,0.979344464539645,0.796938313903111,0.908859619820584,0.990994977278163,0.979344464539645,2,"HGD/CRC","IBD","MVP","both_small","Microscopic exam","0.145","0.901 (0.80 - 0.99)","0.950 (0.91 - 0.98)","0.986","0.753","0.983","0.821","0.854","0.792","0.947"
