"task","cohort","source","model","conditionalModel","model_prevalence_numerator","model_prevalence_denominator","model_prevalence_estimate","f1","f1_lb_boot","f1_ub_boot","ppv","ppv_lb_boot","ppv_ub_boot","npv","npv_lb_boot","npv_ub_boot","recall","recall_lb_boot","recall_ub_boot","specificity","specificity_lb_boot","specificity_ub_boot","w","w_lb_boot","w_ub_boot","mcc","mcc_lb_boot","mcc_ub_boot","calibrated_f1","calibrated_f1_lb_boot","calibrated_f1_ub_boot","calibrated_precision","calibrated_precision_lb_boot","calibrated_precision_ub_boot","N_val","N_valPos","N_valNeg","N_modelPos_valPos_conditionalPos","N_modelPos_valPos_conditionalNeg","N_modelPos_valNeg_conditionalPos","N_modelPos_valNeg_conditionalNeg","N_modelNeg_valPos_conditionalPos","N_modelNeg_valPos_conditionalNeg","N_modelNeg_valNeg_conditionalPos","N_modelNeg_valNeg_conditionalNeg","BDJ_pos_AD_pos","BDJ_pos_AD_neg","BDJ_neg_AD_pos","BDJ_neg_AD_neg","cohensKappa","cohensKappa_lb_boot","cohensKappa_ub_boot","median_nChar","mean_nChar","N_modelPos","N_modelNeg","ppv_lowerBound_analytical","ppv_upperBound_analytical","npv_lowerBound_analytical","npv_upperBound_analytical","ppv_lowerBound","npv_lowerBound","ppv_upperBound","npv_upperBound","hidden_sort","Task","Cohort","Source","Model","Input","Model prevalence estimate","PPV (LB - UB)","NPV (LB - UB)","PPVc","Recall (Sensitivity)","Specificity","F1","F1c","MCC","Cohen's kappa"
"invasive crc","ibd","MVP","gemma2_9B_SPPO","either",156,607,0.257001647446458,0.980392156862745,0.963449653117061,0.993827160493827,0.961538461538462,0.92947695035461,0.987730061349693,1,1,1,1,1,1,0.986870897155361,0.976187104901361,0.995773789366746,0.257001647446458,0.257001647446458,0.257001647446458,0.974122335329525,0.952545753617413,0.991743770366939,0.993129569276843,0.987047647294183,0.997856171066555,0.986352900008748,0.974426531475364,0.995721514474171,307,150,157,150,0,6,0,0,0,3,148,147,4,13,143,0.889327141251564,0.837086534085556,0.934877603835221,966,1208.15960912052,156,151,0.918167683421513,0.985756654790001,0.975866323809774,1,0.918167683421513,0.975866323809774,0.987730061349693,1,1,"CRC","IBD","MVP","gemma2_9B_SPPO","Microscopic exam","0.257","0.962 (0.92 - 0.99)","1.000 (0.98 - 1.00)","0.986","1.000","0.987","0.980","0.993","0.974","0.889"
"invasive crc","ibd","MVP","llama3_8B","either",152,607,0.250411861614498,0.95364238410596,0.932972851101206,0.972139585105547,0.947368421052632,0.909090909090909,0.979865771812081,0.986813186813187,0.984615384615385,0.992307692307692,0.96,0.952365145228216,0.976099734332465,0.982494529540481,0.970191694857087,0.993215093441257,0.250411861614498,0.250411861614498,0.250411861614498,0.93832886293179,0.911787229387163,0.962830746224256,0.971117265077663,0.962377781867472,0.980711597959808,0.982495033541589,0.968970072048151,0.993421562877505,307,150,157,144,0,8,0,6,0,1,148,147,4,13,143,0.889327141251564,0.83694151139816,0.934861022703162,966,1208.15960912052,152,155,0.898930262898741,0.97700651228527,0.954168110399616,0.998433521741772,0.898930262898741,0.954168110399616,0.979865771812081,0.998433521741772,1,"CRC","IBD","MVP","llama3_8B","Microscopic exam","0.250","0.947 (0.90 - 0.98)","0.987 (0.95 - 1.00)","0.982","0.960","0.982","0.954","0.971","0.938","0.889"
"invasive crc","ibd","MVP","llama3.2_3B","either",NA,NA,0.217507458034641,0.87934834690944,0.83372885926894,0.919463087248322,0.939201637666325,0.881529374810681,0.984848484848485,0.945260043245704,0.926428075076317,0.962850709750155,0.826666666666667,0.763153021442495,0.884060180275716,0.982435389437578,0.964662222329424,0.995682867227803,0.217507458034641,0.199076011931888,0.236601079468982,0.845943121357068,0.789240540803297,0.896682192505956,0.899057252649104,0.860270373309383,0.932477991309029,0.985343007981539,0.967841688417078,0.996621068190687,307,150,157,124,0,5,1,26,0,4,147,147,4,13,143,0.889327141251564,0.836656426147935,0.93487207772922,966,1208.15960912052,130,177,0.88234476658615,0.973060303874071,0.898555799921257,0.972578107387956,0.881529374810681,0.898555799921257,0.984848484848485,0.972578107387956,1,"CRC","IBD","MVP","llama3.2_3B","Microscopic exam","0.218","0.939 (0.88 - 0.98)","0.945 (0.90 - 0.97)","0.985","0.827","0.982","0.879","0.899","0.846","0.889"
"invasive crc","ibd","MVP","gemma2_2B","either",NA,NA,0.230687029698562,0.903364085360172,0.862139319132028,0.938776378448376,0.935533680756611,0.879998814853543,0.979452054794521,0.95931242041903,0.941964870651487,0.975243735702117,0.873333333333334,0.817566334582758,0.92405281536447,0.980247205630138,0.961688814880382,0.993780310684045,0.230687029698562,0.213641429397656,0.247997238118879,0.873969803443382,0.821150183088947,0.920067469130202,0.924605853022255,0.892331894413592,0.952329531671748,0.982274180008198,0.963524750126633,0.994816157142342,307,150,157,131,0,6,1,19,0,3,147,147,4,13,143,0.889327141251564,0.836580258249199,0.934877603835221,966,1208.15960912052,138,169,0.879807844392778,0.969747266687957,0.916523272629911,0.983187280151627,0.879807844392778,0.916523272629911,0.979452054794521,0.983187280151627,1,"CRC","IBD","MVP","gemma2_2B","Microscopic exam","0.231","0.936 (0.88 - 0.98)","0.959 (0.92 - 0.98)","0.982","0.873","0.980","0.903","0.925","0.874","0.889"
"invasive crc","ibd","MVP","llama3_8B_full","either",NA,NA,0.245093689686646,0.910632761989692,0.861613521668164,0.951120114180284,0.909762764733134,0.83496100111627,0.970588235294118,0.971323244914189,0.953601442710239,0.987150166157476,0.911504424778761,0.854700854700855,0.961174383868559,0.970721048550557,0.944168045476968,0.990694498634413,0.245093689686646,0.227172661136301,0.265816267431939,0.881655557406037,0.818031180892184,0.935364830534696,0.940538860350482,0.908570313829696,0.96752963300856,0.971483838964524,0.940973106402061,0.991441394381008,227,113,114,103,0,7,1,10,0,1,105,111,2,12,102,0.876697447039652,0.807565592002126,0.937873871056027,5140,5623.29955947137,111,116,0.84055759107196,0.955949049974649,0.926278694864236,0.994634531653958,0.83496100111627,0.926278694864236,0.970588235294118,0.994634531653958,1,"CRC","IBD","MVP","llama3_8B_full","Full pathology report","0.245","0.910 (0.83 - 0.97)","0.971 (0.93 - 0.99)","0.971","0.912","0.971","0.911","0.941","0.882","0.877"
"invasive crc","ibd","MVP","gemma2_9B_SPPO_full","either",NA,NA,0.292428297031539,0.894866697535234,0.836985593750196,0.948708123494635,0.821725277225557,0.730740945472419,0.915400491378038,0.993880969721438,0.984384603466871,1,0.982300884955753,0.954545454545455,1,0.93098447851342,0.885871418194755,0.969754349558198,0.292428297031539,0.265045181606808,0.32543550290167,0.863065030974326,0.790768784987612,0.932132381183577,0.949625312399593,0.91226041835874,0.97777561237554,0.919053617295901,0.852707048537712,0.967681848241375,227,113,114,111,0,8,5,2,0,0,101,111,2,12,102,0.876697447039652,0.812741953287377,0.937873871056027,5140,5623.29955947137,124,103,0.743798867117411,0.885344156063034,0.947091713259796,0.999754226246306,0.730740945472419,0.947091713259796,0.915400491378038,1,1,"CRC","IBD","MVP","gemma2_9B_SPPO_full","Full pathology report","0.292","0.822 (0.73 - 0.92)","0.994 (0.95 - 1.00)","0.919","0.982","0.931","0.895","0.950","0.863","0.877"
"invasive crc","ibd","MVP","either","either",159,607,0.261943986820428,0.970873786407767,0.949640287769784,0.987577639751553,0.943396226415094,0.904109589041096,0.975460122699387,1,1,1,1,1,1,0.980306345733042,0.967087559511488,0.991365734455607,0.261943986820428,0.261943986820428,0.261943986820428,0.961674220978873,0.935068519412716,0.983380771101425,0.98946484970294,0.981526664342977,0.995555555555556,0.979149363990034,0.9637234770705,0.991150442477876,307,150,157,150,0,9,0,0,0,0,148,147,4,13,143,0.889327141251564,0.836175798843092,0.934891414998303,966,1208.15960912052,159,148,0.895269868903874,0.973793513818914,0.975383198421016,1,0.895269868903874,0.975383198421016,0.975460122699387,1,1,"CRC","IBD","MVP","either","Microscopic exam","0.262","0.943 (0.90 - 0.98)","1.000 (0.98 - 1.00)","0.979","1.000","0.980","0.971","0.989","0.962","0.889"
"invasive crc","ibd","MVP","both","either",149,607,0.245469522240527,0.963210702341137,0.943432988813974,0.980324817647116,0.966442953020134,0.934640522875817,0.993103448275862,0.986899563318777,0.980349344978166,0.994186681222707,0.96,0.940789329085132,0.981915935750777,0.989059080962801,0.978901844015164,0.997733553404815,0.245469522240527,0.245469522240527,0.245469522240527,0.951198387508816,0.925277365059367,0.973965733043176,0.97441625445455,0.962603663697617,0.986414519612234,0.989272085823313,0.978575410074871,0.997827802151772,307,150,157,144,0,5,0,6,0,4,148,147,4,13,143,0.889327141251564,0.836732696741484,0.934880366536569,966,1208.15960912052,149,158,0.923428638625298,0.989015995029777,0.955023945245015,0.998463336813674,0.923428638625298,0.955023945245015,0.993103448275862,0.998463336813674,1,"CRC","IBD","MVP","both","Microscopic exam","0.245","0.966 (0.92 - 0.99)","0.987 (0.96 - 1.00)","0.989","0.960","0.989","0.963","0.974","0.951","0.889"
"invasive crc","ibd","MVP","either_small","either",NA,NA,0.250500912774389,0.926986399427344,0.888062292591894,0.961038961038961,0.920725204408105,0.858992714669148,0.973856209150327,0.978019366720133,0.964501174536446,0.990361917395895,0.933333333333333,0.891025641025641,0.970802919708029,0.973623514104915,0.950789927390412,0.991524167080073,0.250500912774389,0.233760140137218,0.269481637945552,0.902841371937899,0.851576628084075,0.948226708712231,0.953158471943996,0.928495233447518,0.974409348769486,0.973844108847291,0.948031360572939,0.992101143536908,307,150,157,140,0,6,2,10,0,3,146,147,4,13,143,0.889327141251564,0.837003843948436,0.93487207772922,966,1208.15960912052,148,159,0.862651103172818,0.957402222105277,0.9458520779755,0.996091949663175,0.858992714669148,0.9458520779755,0.973856209150327,0.996091949663175,1,"CRC","IBD","MVP","either_small","Microscopic exam","0.251","0.921 (0.86 - 0.97)","0.978 (0.95 - 1.00)","0.974","0.933","0.974","0.927","0.953","0.903","0.889"
"invasive crc","ibd","MVP","both_small","either",NA,NA,0.197693574958814,0.851851851851852,0.803347280334728,0.895106304985337,0.958333333333333,0.91869918699187,0.991452991452991,0.928131416837782,0.908256434423076,0.947408915490494,0.766666666666667,0.696551724137932,0.832214765100671,0.989059080962801,0.978824773463576,0.997760594921198,0.197693574958814,0.179795872610472,0.214794069192751,0.818488995692817,0.764868546940235,0.869227960883825,0.864841910203451,0.818565242964944,0.905033342013174,0.991853360488798,0.983355528152733,0.99838858055188,307,150,157,115,0,5,0,35,0,4,148,147,4,13,143,0.889327141251564,0.836926960161181,0.934863786811508,966,1208.15960912052,120,187,0.905441200024063,0.98633461588321,0.884054647312737,0.962467431923296,0.905441200024063,0.884054647312737,0.991452991452991,0.962467431923296,1,"CRC","IBD","MVP","both_small","Microscopic exam","0.198","0.958 (0.91 - 0.99)","0.928 (0.88 - 0.96)","0.992","0.767","0.989","0.852","0.865","0.818","0.889"
"invasive crc","ibd","MVP","either_full","either",NA,NA,0.292428297031539,0.894866697535234,0.837089914582382,0.948480957024024,0.821725277225557,0.731512250979871,0.91228205792387,0.993880969721438,0.984498516728486,1,0.982300884955753,0.954545454545455,1,0.93098447851342,0.885890739350104,0.968639288904988,0.292428297031539,0.265228911978707,0.325524923326851,0.863065030974326,0.79096403544234,0.931503019162591,0.949625312399593,0.911776353158464,0.977027749369342,0.919053617295901,0.853580319418125,0.966492309756402,227,113,114,111,0,8,5,2,0,0,101,111,2,12,102,0.876697447039652,0.807562992973314,0.937403978727595,5140,5623.29955947137,124,103,0.743798867117411,0.885344156063034,0.947091713259796,0.999754226246306,0.731512250979871,0.947091713259796,0.91228205792387,1,1,"CRC","IBD","MVP","either_full","Full pathology report","0.292","0.822 (0.73 - 0.91)","0.994 (0.95 - 1.00)","0.919","0.982","0.931","0.895","0.950","0.863","0.877"
"invasive crc","ibd","MVP","both_full","either",NA,NA,0.245093689686646,0.910632761989692,0.86231551491427,0.950413223140496,0.909762764733134,0.836486769950525,0.970007425742574,0.971323244914189,0.954115978146132,0.987273478459276,0.911504424778761,0.855855855855856,0.9609375,0.970721048550557,0.944201241872784,0.990528949249464,0.245093689686646,0.22688046163834,0.266380360441316,0.881655557406037,0.818705139015545,0.93441440011182,0.940538860350482,0.908224352234631,0.967547070617343,0.971483838964524,0.941108665437494,0.99125807402266,227,113,114,103,0,7,1,10,0,1,105,111,2,12,102,0.876697447039652,0.81357788119354,0.936151404347651,5140,5623.29955947137,111,116,0.84055759107196,0.955949049974649,0.926278694864236,0.994634531653958,0.836486769950525,0.926278694864236,0.970007425742574,0.994634531653958,1,"CRC","IBD","MVP","both_full","Full pathology report","0.245","0.910 (0.84 - 0.97)","0.971 (0.93 - 0.99)","0.971","0.912","0.971","0.911","0.941","0.882","0.877"
"invasive crc","ibd","MVP","BDJ","either",NA,NA,0.252103833652433,0.976810560114163,0.95130085970604,0.996515679442509,0.967149417167079,0.920851300465234,1,0.995594451390129,0.988832348494334,1,0.986666666666667,0.965986394557824,1,0.988999940859897,0.972308843702524,1,0.252103833652433,0.239166248836043,0.266442892840667,0.969183699900184,0.935628449945179,0.99539290648065,0.987746811742408,0.97480415299296,0.997814322059169,0.988829324369571,0.970608264635735,1,307,150,157,148,0,2,1,2,0,7,147,147,4,13,143,0.889327141251564,0.836829712757421,0.940893779091371,966,1208.15960912052,151,156,0.924420255919572,0.989162646407954,0.964803299285188,0.999837719527976,0.920851300465234,0.964803299285188,1,1,1,"CRC","IBD","MVP","BDJ","Microscopic exam","0.252","0.967 (0.92 - 1.00)","0.996 (0.96 - 1.00)","0.989","0.987","0.989","0.977","0.988","0.969","0.889"
"invasive crc","ibd","MVP","AD","either",NA,NA,0.283627944253974,0.925,0.879209387683887,0.965213341430428,0.865463108320251,0.790020288895862,0.93834054656806,0.997700292125054,0.992575485913095,1,0.993333333333333,0.97841726618705,1,0.949316931811461,0.914350454938327,0.978212525117937,0.283627944253974,0.261301101951208,0.309554457445612,0.902031711356674,0.844224072516508,0.953972069338119,0.967189275016604,0.940660955281135,0.986188496233947,0.942386122914895,0.894982988241705,0.977096861837208,307,150,157,149,0,5,6,1,0,4,142,147,4,13,143,0.889327141251564,0.835642546630404,0.934880642748112,966,1208.15960912052,160,147,0.79925399480743,0.911780669828888,0.975217829510419,1,0.790020288895862,0.975217829510419,0.93834054656806,1,1,"CRC","IBD","MVP","AD","Microscopic exam","0.284","0.865 (0.79 - 0.94)","0.998 (0.98 - 1.00)","0.942","0.993","0.949","0.925","0.967","0.902","0.889"
"invasive crc","non-ibd","MVP","gemma2_9B_SPPO","llama3_8B",522,1000,0.522,0.950473379471797,0.927861454067295,0.971930217866817,0.981689994005265,0.958165854668271,1,0.908271644673318,0.861036690304778,0.952609251510925,0.921180885118248,0.885053259571872,0.957705287379728,0.978459382993703,0.951903210040733,1,0.522,0.522,0.522,0.894787867167493,0.845706462984048,0.940913625474888,0.950423036886313,0.928214986658683,0.971669541238792,0.981582592637531,0.958082902714933,1,300,164,136,145,6,2,1,2,11,1,132,155,1,11,133,0.919657204070702,0.872902897419482,0.959928985208811,679,1092.37666666667,154,146,0.944127017169639,0.995964489512337,0.852550271311607,0.951734724644916,0.944127017169639,0.852550271311607,1,0.952609251510925,1,"CRC","non-IBD","MVP","gemma2_9B_SPPO","Microscopic exam","0.522","0.982 (0.94 - 1.00)","0.908 (0.85 - 0.95)","0.982","0.921","0.978","0.950","0.950","0.895","0.920"
"invasive crc","non-ibd","MVP","llama3_8B","llama3_8B",515,1000,0.515,0.939267990074442,0.914376205203795,0.962433257055683,0.98,0.954838709677419,1,0.886666666666667,0.833333333333333,0.933735937125987,0.901786777843955,0.862501145204413,0.93982925089456,0.976608629825889,0.9483871194447,1,0.515,0.515,0.515,0.872511329428181,0.81892957133168,0.92177041905523,0.93965013600316,0.915302931146126,0.962395745958854,0.980832385301155,0.956581662344842,1,300,164,136,147,0,3,0,0,17,0,133,155,1,11,133,0.919657204070702,0.873186229261453,0.959928762243989,679,1092.37666666667,150,150,0.942665777711794,0.995856374718779,0.824751361334463,0.932575860352091,0.942665777711794,0.824751361334463,1,0.933735937125987,1,"CRC","non-IBD","MVP","llama3_8B","Microscopic exam","0.515","0.980 (0.94 - 1.00)","0.887 (0.82 - 0.93)","0.981","0.902","0.977","0.939","0.940","0.873","0.920"
"invasive crc","non-ibd","MVP","either","llama3_8B",534,1000,0.534,0.953794120418184,0.930325520339274,0.975141591489422,0.97286784376672,0.943928669173998,0.994194756554307,0.923076923076923,0.877551020408163,0.963503649635037,0.935453921975624,0.900805561769518,0.96838900171351,0.96741522883186,0.934341291273919,0.99284254719985,0.534,0.534,0.534,0.899400295091418,0.847616340230541,0.94630657104151,0.95288216637609,0.929274340572342,0.97434936556161,0.970972143253767,0.939997347562356,0.993753766185591,300,164,136,147,6,3,1,0,11,0,132,155,1,11,133,0.919657204070702,0.872824348088534,0.959893048128342,679,1092.37666666667,157,143,0.936053906613412,0.993015504562812,0.866532505846055,0.96097560422375,0.936053906613412,0.866532505846055,0.994194756554307,0.963503649635037,1,"CRC","non-IBD","MVP","either","Microscopic exam","0.534","0.973 (0.94 - 0.99)","0.923 (0.87 - 0.96)","0.971","0.935","0.967","0.954","0.953","0.899","0.920"
"invasive crc","non-ibd","MVP","both","llama3_8B",503,1000,0.503,0.934272965008477,0.909466776009315,0.958523195702252,0.986394557823129,0.964539007092199,1,0.873306505700872,0.820145207388586,0.92448757393988,0.88738318382404,0.847556720135722,0.929595721588811,0.984477440598436,0.960390650689441,1,0.503,0.503,0.503,0.865759496662152,0.813384492407132,0.916093972935053,0.934886805862086,0.91086116281828,0.958727960900338,0.98776404147381,0.967990480126517,1,300,164,136,145,0,2,0,2,17,1,133,155,1,11,133,0.919657204070702,0.873028601978081,0.959937814568117,679,1092.37666666667,147,153,0.951718164520492,0.998348049911843,0.812881735366164,0.923550587015324,0.951718164520492,0.812881735366164,1,0.92448757393988,1,"CRC","non-IBD","MVP","both","Microscopic exam","0.503","0.986 (0.95 - 1.00)","0.873 (0.81 - 0.92)","0.988","0.887","0.984","0.934","0.935","0.866","0.920"
"invasive crc","non-ibd","MVP","BDJ","llama3_8B",NA,NA,0.5338,0.976344348250213,0.959036131078666,0.990885537607402,1,1,1,0.944515944515945,0.902904607614203,0.978746348782617,0.953782013103038,0.921296271423012,0.981935721402784,1,1,1,0.5338,0.512387249589741,0.556627057501538,0.949137671240761,0.911866410247944,0.980411358320965,0.976344348250213,0.959036131078666,0.990885537607402,1,1,1,300,164,136,147,9,0,0,0,8,3,133,155,1,11,133,0.919657204070702,0.872620005363368,0.959951942330797,679,1092.37666666667,156,144,0.97663072840862,1,0.89346905666515,0.97571283683012,0.97663072840862,0.89346905666515,1,0.978746348782617,1,"CRC","non-IBD","MVP","BDJ","Microscopic exam","0.534","1.000 (0.98 - 1.00)","0.945 (0.89 - 0.98)","1.000","0.954","1.000","0.976","0.976","0.949","0.920"
"invasive crc","non-ibd","MVP","AD","llama3_8B",NA,NA,0.566333333333333,0.98833629366489,0.975939376844258,0.99730401532554,0.982519128899353,0.959949050062813,1,0.992544196771714,0.975653888729796,1,0.99422275163788,0.981368125398158,1,0.977517032551098,0.948967774415168,1,0.566333333333333,0.540106453441581,0.593706166521997,0.973400136458892,0.945611019218716,0.993843740435541,0.985750317170702,0.969869323323981,0.997168322385019,0.977421061102693,0.947611897914931,1,300,164,136,147,16,1,2,0,1,2,131,155,1,11,133,0.919657204070702,0.872812145375376,0.95996263178967,679,1092.37666666667,166,134,0.94809565251405,0.996257439873713,0.959122962463657,0.999811078982269,0.94809565251405,0.959122962463657,1,1,1,"CRC","non-IBD","MVP","AD","Microscopic exam","0.566","0.983 (0.95 - 1.00)","0.993 (0.96 - 1.00)","0.977","0.994","0.978","0.988","0.986","0.973","0.920"
"indefinite dysplasia","ibd","MVP","gemma2_9B_SPPO","llama3_8B",428,14379,0.0297656304332707,0.851749368024985,0.719077657632402,0.960219806873103,0.751683617372183,0.568941020459712,0.933211762024162,0.999590403145704,0.998957389825428,1,0.982548328938338,0.954422111023579,1,0.992436471609296,0.986945553111864,0.997954635843437,0.0297656304332707,0.0297656304332707,0.0297656304332707,0.855850893001375,0.739490684486152,0.95952370744617,0.986329753694256,0.968200066001109,0.99825212509752,0.990140397201081,0.977807636766437,0.997845019583869,300,121,179,118,1,18,1,2,0,12,148,117,3,7,173,0.930939226519337,0.885546291474228,0.971504694576503,864.5,999.15,138,162,0.67309046843457,0.82294830561827,0.977486438547195,1,0.568941020459712,0.977486438547195,0.933211762024162,1,4,"IND","IBD","MVP","gemma2_9B_SPPO","Microscopic exam","0.030","0.752 (0.57 - 0.93)","1.000 (0.98 - 1.00)","0.990","0.983","0.992","0.852","0.986","0.856","0.931"
"indefinite dysplasia","ibd","MVP","llama3_8B","llama3_8B",333,14379,0.0231587732109326,0.76878679441302,0.582033785182352,0.916967509025271,0.8,0.732876712328767,0.861635220125786,0.993333333333333,0.978723404255319,1,0.739917786912564,0.467163528456843,1,0.995249290960242,0.993655119368304,0.996707121063724,0.0231587732109326,0.0231587732109326,0.0231587732109326,0.763696633779251,0.588835374121899,0.918477007361843,0.848937166177133,0.636151023518749,0.997857827906302,0.995633689372183,0.9920922985308,0.997670272334911,300,121,179,120,0,30,0,0,1,0,149,117,3,7,173,0.930939226519337,0.885135135135135,0.97160573138157,864.5,999.15,150,150,0.726963782209073,0.860806000776342,0.96341683225942,0.99983122885689,0.726963782209073,0.96341683225942,0.861635220125786,1,4,"IND","IBD","MVP","llama3_8B","Microscopic exam","0.023","0.800 (0.73 - 0.86)","0.993 (0.96 - 1.00)","0.996","0.740","0.995","0.769","0.849","0.764","0.931"
"indefinite dysplasia","ibd","MVP","llama3.2_3B","llama3_8B",NA,NA,0.0189901940329647,0.778455220344336,0.575548131094537,0.940170940170939,0.902439024390244,0.846153846153846,0.951612903225806,0.99194523725466,0.977167963870182,0.999218512779959,0.68442395289412,0.424576302626611,0.95834194214876,0.998099716384097,0.996997114476272,0.999055272520644,0.0189901940329647,0.0175175335826285,0.0203466364638908,0.781305591943747,0.605953929654091,0.939090167216817,0.812177786399746,0.595858075166713,0.977865279813683,0.99856973036588,0.997109558875726,0.999403030664248,300,121,179,111,0,12,0,9,1,18,149,117,3,7,173,0.930939226519337,0.884720663404125,0.971401334604385,864.5,999.15,123,177,0.835781456549465,0.948565410208722,0.968925312868179,0.999856971766325,0.835781456549465,0.968925312868179,0.951612903225806,0.999856971766325,4,"IND","IBD","MVP","llama3.2_3B","Microscopic exam","0.019","0.902 (0.84 - 0.95)","0.992 (0.97 - 1.00)","0.999","0.684","0.998","0.778","0.812","0.781","0.931"
"indefinite dysplasia","ibd","MVP","gemma2_2B","llama3_8B",NA,NA,0.0188358022115585,0.774156733451685,0.570797489036709,0.936507936507937,0.901639344262295,0.84670129140932,0.951612903225806,0.991789148974778,0.976749466416596,0.999097922508947,0.678257971336517,0.419886568558411,0.95238095238095,0.998099716384097,0.997013726421242,0.999072185837066,0.0188358022115585,0.0173326667427735,0.0202272829310677,0.777352706195546,0.602256977488933,0.935444859369465,0.807824352674011,0.591295838345965,0.974679747692733,0.998581564995166,0.997107314569877,0.999418279167022,300,121,179,110,0,12,0,10,1,18,149,117,3,7,173,0.930939226519337,0.884301270417423,0.971512398258565,864.5,999.15,122,178,0.83448661316221,0.948135007032489,0.969097652047356,0.999857775238584,0.83448661316221,0.969097652047356,0.951612903225806,0.999857775238584,4,"IND","IBD","MVP","gemma2_2B","Microscopic exam","0.019","0.902 (0.83 - 0.95)","0.992 (0.97 - 1.00)","0.999","0.678","0.998","0.774","0.808","0.777","0.931"
"indefinite dysplasia","ibd","MVP","llama3_8B_full","llama3_8B",NA,NA,0.0193931190302932,0.772075956270948,0.551925894135666,0.951923076923074,0.902912621359223,0.843137254901961,0.956989247311828,0.991377200188733,0.973890536956802,0.999615915476146,0.674358023463009,0.401252122570175,0.979381443298972,0.998066980375792,0.996877217550835,0.999154404830764,0.0193931190302932,0.0177859378259962,0.0208253921659008,0.775462982151557,0.585716304415916,0.95128613083046,0.805047369535042,0.572577665850124,0.988575032049129,0.998568016680735,0.996884371805609,0.999459930525056,253,99,154,93,0,10,0,5,1,15,129,99,2,6,146,0.934515335835382,0.886101084196434,0.975402663901222,5088,5253.13438735178,103,150,0.828693719645652,0.952453581560788,0.96341683225942,0.99983122885689,0.828693719645652,0.96341683225942,0.956989247311828,0.99983122885689,4,"IND","IBD","MVP","llama3_8B_full","Full pathology report","0.019","0.903 (0.83 - 0.96)","0.991 (0.96 - 1.00)","0.999","0.674","0.998","0.772","0.805","0.775","0.935"
"indefinite dysplasia","ibd","MVP","gemma2_9B_SPPO_full","llama3_8B",NA,NA,0.0284135439855418,0.664778788581169,0.459842420179269,0.936170212765956,0.63614521568541,0.392917788489099,0.91304347826087,0.991878511014423,0.974499058058167,1,0.69611150809085,0.417473623545609,1,0.989385994199816,0.972123328427797,0.998139915353574,0.0284135439855418,0.0199644596645971,0.0451408524057362,0.656131614870074,0.447381676042672,0.935979209463049,0.816928306206768,0.588003597669703,0.993708730078822,0.988490221404046,0.94144093534203,0.998731496011534,253,99,154,96,0,15,1,2,1,10,128,99,2,6,146,0.934515335835382,0.886102000128626,0.975548468155021,5088,5253.13438735178,112,141,0.53764474926112,0.722940957239766,0.961119486328508,0.999820457197864,0.392917788489099,0.961119486328508,0.91304347826087,1,4,"IND","IBD","MVP","gemma2_9B_SPPO_full","Full pathology report","0.028","0.636 (0.39 - 0.91)","0.992 (0.96 - 1.00)","0.988","0.696","0.989","0.665","0.817","0.656","0.935"
"indefinite dysplasia","ibd","MVP","either","llama3_8B",468,14379,0.0325474650532026,0.815039878465629,0.644020381656509,0.946982511073173,0.687820512820513,0.474948423224285,0.899303687765226,1,1,1,1,1,1,0.989606675630109,0.982642584856715,0.996623767792979,0.0325474650532026,0.0325474650532026,0.0325474650532026,0.825028345647896,0.68315777553266,0.94671401684495,0.992423237559008,0.981743766736638,0.998120044904876,0.98496042639444,0.964142162518655,0.996247145008615,300,121,179,120,1,30,1,0,0,0,148,117,3,7,173,0.930939226519337,0.88513461763259,0.971293239557916,864.5,999.15,152,148,0.610812714517336,0.763154279192527,0.975383198421016,1,0.474948423224285,0.975383198421016,0.899303687765226,1,4,"IND","IBD","MVP","either","Microscopic exam","0.033","0.688 (0.47 - 0.90)","1.000 (0.98 - 1.00)","0.985","1.000","0.990","0.815","0.992","0.825","0.931"
"indefinite dysplasia","ibd","MVP","both","llama3_8B",293,14379,0.0203769385910008,0.786360863924068,0.588702031781778,0.944829275675601,0.86764705882353,0.808510638297872,0.921985815602837,0.992946593375388,0.978370164506444,1,0.719000717996566,0.451406672731851,1,0.997235063364127,0.995998419762339,0.99836735516254,0.0203769385910008,0.0203769385910008,0.0203769385910008,0.785103793722043,0.607941104652438,0.944576421106258,0.835735869744607,0.621688743186269,0.998402494943051,0.997723801718887,0.995708422356451,0.998917705310076,300,121,179,118,0,18,0,2,1,12,149,117,3,7,173,0.930939226519337,0.886066935675291,0.97189639011578,864.5,999.15,136,164,0.798911849416546,0.919634883389029,0.966496322896613,0.999845635037544,0.798911849416546,0.966496322896613,0.921985815602837,1,4,"IND","IBD","MVP","both","Microscopic exam","0.020","0.868 (0.80 - 0.92)","0.993 (0.97 - 1.00)","0.998","0.719","0.997","0.786","0.836","0.785","0.931"
